"ID番号","PCD-400A"
"タイトル",""
"試験日時","2021/02/26","16:41:09"
"測定CH数",2
"サンプリング周波数(Hz)",50
"集録データ数/CH",45100
"測定時間(sec)",902
"CH名称"
"レンジ","5kμε","2kμε"
"ハイパスフィルタ","***","***"
"ローパスフィルタ","FLAT","FLAT"
"ローパス(デジタル)","***","***"
"校正係数",2.71,0.2983
"オフセット",0,0
"単位","g","g"
"Time(sec)","CH1","CH2"
0.00,3041.87915853659,0.387280707317073
0.02,3045.03696951219,0.33853412195122
0.04,3047.87255487805,0.277637268292683
0.06,3048.36002439024,0.456253487804878
0.08,3048.56988414634,0.424240804878049
0.10,3051.63515853659,0.467312414634146
0.12,3047.18018292683,0.333077414634146
0.14,3042.89375609756,0.399430975609756
0.16,3045.4170304878,0.333804975609756
0.18,3044.93286585366,0.371347121951219
0.20,3045.76404268293,0.255883195121951
0.22,3049.5497804878,0.298809292682927
0.24,3047.4016097561,0.400304048780488
0.26,3045.96233536585,0.502526365853659
0.28,3052.08792682927,0.390700243902439
0.30,3047.47927439024,0.147549365853659
0.32,3043.57125609756,0.280038219512195
0.34,3047.88742682927,0.357014170731707
0.36,3047.1983597561,0.457635853658537
0.38,3045.5723597561,0.280474756097561
0.40,3047.24958536585,0.413618414634146
0.42,3047.96178658537,0.340935073170732
0.44,3048.14190243902,0.346901073170732
0.46,3048.25096341463,0.480044731707317
0.48,3046.42171341463,0.244023951219512
0.50,3046.03504268293,0.295971804878049
0.52,3047.36029878049,0.339698219512195
0.54,3047.37021341463,0.487829634146341
0.56,3047.32394512195,0.380587146341463
0.58,3043.8653902439,0.463310829268293
0.60,3042.08240853659,0.396302463414634
0.62,3048.4657804878,0.438719268292683
0.64,3044.59742073171,0.376512804878049
0.66,3048.70042682927,0.435081463414634
0.68,3047.55859146341,0.331258512195122
0.70,3050.05046951219,0.364944585365854
0.72,3050.79571951219,0.333222926829268
0.74,3049.27547560976,0.382988097560976
0.76,3041.11573170732,0.285422170731707
0.78,3047.02485365854,0.474224243902439
0.80,3046.14740853659,0.409980609756098
0.82,3048.77643902439,0.496269341463415
0.84,3042.62606097561,0.364217024390244
0.86,3050.47184146341,0.436318317073171
0.88,3046.70758536585,0.529155097560976
0.90,3047.8560304878,0.633632853658537
0.92,3047.8560304878,0.425259390243902
0.94,3043.90504878049,0.434353902439024
0.96,3043.90670121951,0.456253487804878
0.98,3045.12950609756,0.306012146341463
1.00,3044.48009756098,0.444539756097561
1.02,3042.9978597561,0.383933926829268
1.04,3044.03724390244,0.290587853658537
1.06,3046.06313414634,0.243805682926829
1.08,3043.83068902439,0.302447097560976
1.10,3048.41290243902,0.475242829268293
1.12,3047.92212804878,0.451451585365854
1.14,3047.47266463415,0.488629951219512
1.16,3044.97748170732,0.454434585365854
1.18,3046.68279878049,0.315324926829268
1.20,3038.67012195122,0.31095956097561
1.22,3043.30025609756,0.445412829268293
1.24,3045.62358536585,0.413327390243902
1.26,3043.27051219512,0.444321487804878
1.28,3043.01438414634,0.237694170731707
1.30,3042.93837195122,0.484846634146341
1.32,3041.11573170732,0.405105951219512
1.34,3046.73071951219,0.572590487804878
1.36,3044.95104268293,0.423949780487805
1.38,3043.10361585366,0.33562387804878
1.40,3047.21157926829,0.350393365853659
1.42,3048.21295731707,0.544797658536585
1.44,3050.29007317073,0.466439341463415
1.46,3043.15484146341,0.278510341463415
1.48,3046.31430487805,0.349884073170732
1.50,3044.27023780488,0.308704121951219
1.52,3045.12785365854,0.593398731707317
1.54,3045.71777439024,0.402632243902439
1.56,3040.44318902439,0.527554463414634
1.58,3043.6753597561,0.356795902439024
1.60,3039.25343292683,0.373238780487805
1.62,3038.46026219512,0.456835536585366
1.64,3040.59356097561,0.479826463414634
1.66,3038.00253658537,0.357014170731707
1.68,3039.95076219512,0.279456170731707
1.70,3040.21845731707,0.340353024390244
1.72,3036.63266463415,0.589251634146341
1.74,3041.2975,0.453197731707317
1.76,3041.84280487805,0.351484707317073
1.78,3038.35120121951,0.378695487804878
1.80,3038.33798170732,0.38255156097561
1.82,3037.98270731707,0.620100219512195
1.84,3040.15731707317,0.542105682926829
1.86,3039.24682317073,0.457344829268293
1.88,3038.1000304878,0.354685975609756
1.90,3039.71776829268,0.420894024390244
1.92,3038.04715243902,0.395429390243902
1.94,3038.69986585366,0.493213585365854
1.96,3041.00006097561,0.415510073170732
1.98,3035.52057317073,1.39808117073171
2.00,3023.47429268293,18.8300783658537
2.02,3027.80368292683,33.2076290731707
2.04,3034.75384146341,42.1403317073171
2.06,3040.6133902439,49.1283366097561
2.08,3044.01576219512,55.4542610243902
2.10,3046.02347560976,60.9153337073171
2.12,3047.03972560976,65.446365195122
2.14,3044.6238597561,45.3557874390244
2.16,3036.09727439024,34.4984677560976
2.18,3032.59575609756,33.0253022926829
2.20,3030.70040853659,31.9138801463415
2.22,3031.44400609756,30.8069688780488
2.24,3030.69875609756,30.6170754634146
2.26,3030.47898170732,30.1218247073171
2.28,3030.94331707317,29.5818289512195
2.30,3032.87501829268,29.466728804878
2.32,3033.25838414634,29.4635275365854
2.34,3031.71170121951,29.4174001707317
2.36,3032.98903658537,28.8753672439024
2.38,3030.90531097561,28.6149731707317
2.40,3034.57537804878,28.854559
2.42,3035.04136585366,28.5775765365854
2.44,3037.36469512195,28.2158332195122
2.46,3030.10222560976,28.0471118292683
2.48,3031.16970121951,28.1968438780488
2.50,3031.67865243902,27.9874518292683
2.52,3031.42748170732,28.0273221707317
2.54,3031.10525609756,27.8859570731707
2.56,3030.99454268293,28.1394393170732
2.58,3034.41343902439,28.1525354146341
2.60,3027.44014634146,28.2620333414634
2.62,3034.1226097561,27.6233075609756
2.64,3035.23800609756,27.730622804878
2.66,3032.21404268293,27.9898527804878
2.68,3034.387,27.7587066585366
2.70,3029.91054268293,27.8947605609756
2.72,3033.11462195122,28.0695934634146
2.74,3029.20825609756,27.6583032439024
2.76,3034.61503658537,27.910112097561
2.78,3031.05072560976,28.1709427073171
2.80,3032.80561585366,27.8854477804878
2.82,3033.03530487805,27.603517902439
2.84,3032.9510304878,27.5565902195122
2.86,3028.38699390244,27.5376736341463
2.88,3030.27903658537,27.8498700487805
2.90,3036.24764634146,27.5167926341463
2.92,3031.09534146341,27.5361457560976
2.94,3031.50184146341,27.5715779756098
2.96,3031.39443292683,27.887412195122
2.98,3028.06972560976,27.857582195122
3.00,3033.08818292683,27.8185121707317
3.02,3027.54094512195,27.5811090243902
3.04,3025.77118292683,27.5919496829268
3.06,3022.93559756098,27.598061195122
3.08,3026.9411097561,27.9537657560976
3.10,3030.12866463415,27.6187239268293
3.12,3022.03336585366,27.593404804878
3.14,3026.89649390244,27.9068380731707
3.16,3029.78165243902,27.5517883170732
3.18,3030.80781707317,27.6159591951219
3.20,3027.79872560976,27.4873264146341
3.22,3023.71554878049,28.256794902439
3.24,3025.81745121951,28.0839264146341
3.26,3022.11268292683,28.0024395853659
