"ID番号","PCD-400A"
"タイトル",""
"試験日時","2021/02/26","17:33:03"
"測定CH数",2
"サンプリング周波数(Hz)",50
"集録データ数/CH",45100
"測定時間(sec)",902
"CH名称"
"レンジ","5kμε","2kμε"
"ハイパスフィルタ","***","***"
"ローパスフィルタ","FLAT","FLAT"
"ローパス(デジタル)","***","***"
"校正係数",2.71,0.2983
"オフセット",0,0
"単位","g","g"
"Time(sec)","CH1","CH2"
0.00,3022.03501829268,0.317944146341463
0.02,3019.82570731707,0.522679804878049
0.04,3022.3886402439,0.577610658536585
0.06,3023.89070731707,0.325219756097561
0.08,3022.83479878049,0.46010956097561
0.10,3019.65715853659,0.266069048780488
0.12,3018.61281707317,0.344645634146341
0.14,3019.57949390244,0.191930585365854
0.16,3019.9496402439,0.419948195121951
0.18,3019.34154268293,0.517223097560976
0.20,3021.83837804878,0.302883634146341
0.22,3022.03997560976,0.272617097560976
0.24,3019.03088414634,0.371347121951219
0.26,3022.61502439024,0.369455463414634
0.28,3023.52221341463,0.582121536585366
0.30,3021.22036585366,0.411872268292683
0.32,3026.64201829268,0.525881073170732
0.34,3023.58335365854,0.537885829268293
0.36,3022.83479878049,0.356286609756098
0.38,3020.76594512195,0.385461804878049
0.40,3025.55967073171,0.498452024390244
0.42,3027.45501829268,0.419075121951219
0.44,3029.25121951219,0.455089390243902
0.46,3021.71940243902,0.336060414634146
0.48,3022.83149390244,0.265632512195122
0.50,3024.51863414634,0.582194292682927
0.52,3023.57343902439,0.561458804878049
0.54,3023.51890853659,0.375348707317073
0.56,3021.30298780488,0.342390195121951
0.58,3030.69710365854,0.349956829268293
0.60,3025.62081097561,0.505945902439024
0.62,3024.48062804878,0.472623609756098
0.64,3028.05320121951,0.486447268292683
0.66,3026.15454878049,0.451597097560976
0.68,3027.79046341463,0.354831487804878
0.70,3022.82653658537,0.406270048780488
0.72,3020.8303902439,0.633778365853659
0.74,3025.91825,0.33264087804878
0.76,3027.90282926829,0.414200463414634
0.78,3021.50954268293,0.393246707317073
0.80,3024.07082317073,0.51831443902439
0.82,3029.23634756098,0.474151487804878
0.84,3025.32006707317,0.609550585365854
0.86,3021.62851829268,0.435954536585366
0.88,3023.3371402439,0.558621317073171
0.90,3023.27269512195,0.406561073170732
0.92,3021.94909146341,0.351484707317073
0.94,3022.76374390244,0.475533853658537
0.96,3025.16473780488,0.471677780487805
0.98,3021.50293292683,0.48397356097561
1.00,3023.70728658537,0.380732658536585
1.02,3025.5051402439,0.434281146341463
1.04,3024.23276219512,0.360724731707317
1.06,3028.87611585366,0.322164
1.08,3030.70206097561,0.373384292682927
1.10,3029.49908536585,0.428169634146341
1.12,3030.57647560976,0.351557463414634
1.14,3025.95625609756,0.652331170731707
1.16,3025.97443292683,0.362834658536585
1.18,3024.63430487805,0.282148146341463
1.20,3027.0088597561,0.258938951219512
1.22,3027.77228658537,0.306084902439024
1.24,3025.79101219512,0.56677
1.26,3026.7923902439,0.233037780487805
1.28,3020.61226829268,0.482954975609756
1.30,3022.99012804878,0.442793609756098
1.32,3022.62328658537,0.464765951219512
1.34,3024.90530487805,0.591798097560976
1.36,3021.59051219512,0.375203195121951
1.38,3024.73345121951,0.434644926829268
1.40,3023.77834146341,0.34675556097561
1.42,3022.69434146341,0.55039987804878
1.44,3019.34815243902,0.388881341463415
1.46,3019.64228658537,0.404451146341463
1.48,3016.21678048781,0.415219048780488
1.50,3019.06723780488,0.560367463414634
1.52,3015.06998780488,0.376731073170732
1.54,3018.78797560976,0.34078956097561
1.56,3017.08100609756,0.309431682926829
1.58,3018.15674390244,0.464474926829268
1.60,3016.30766463415,0.340644048780488
1.62,3013.47538414634,0.431734682926829
1.64,3015.14434756098,0.356286609756098
1.66,3013.89345121951,0.386844170731707
1.68,3018.41287195122,0.610423658536585
1.70,3014.3462195122,0.430497829268293
1.72,3014.21732926829,0.530901243902439
1.74,3013.27874390244,0.491321926829268
1.76,3013.31179268293,0.433480829268293
1.78,3008.09669512195,0.384879756097561
1.80,3013.3233597561,0.425332146341463
1.82,3014.37100609756,0.333077414634146
1.84,3015.36907926829,0.377458634146341
